"","schoolcode","program","cutoff","mean_score","size","schoolname","sssdistrict","ssslong","ssslat"
"1068",50205,"Technical",264,283.75,40,"MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1069",50205,"Visual Arts",265,280.8,50,"MPASATIA SENIOR HIGH./TECH. SCHOOL, MPASATIA","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1070",50206,"Business",212,259.191666666667,120,"BAREKESE SENIOR HIGH SCHOOL","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1071",50206,"General Arts",233,267.077777777778,180,"BAREKESE SENIOR HIGH SCHOOL","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1072",50206,"General Science",210,266.692307692308,39,"BAREKESE SENIOR HIGH SCHOOL","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1073",50207,"Agriculture",223,254.231707317073,82,"NYINAHIN CATH. SENIOR HIGH. SCHOOL, NYINAHIN","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1074",50207,"Business",217,250.184210526316,76,"NYINAHIN CATH. SENIOR HIGH. SCHOOL, NYINAHIN","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1075",50207,"General Arts",205,258.094972067039,179,"NYINAHIN CATH. SENIOR HIGH. SCHOOL, NYINAHIN","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1076",50301,"Agriculture",320,336.775,40,"S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1077",50301,"Business",333,350.5375,80,"S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1078",50301,"General Arts",340,354.975,160,"S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1079",50301,"General Science",334,353.944444444444,90,"S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1080",50301,"Home Economics",327,338.1,40,"S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1081",50301,"Visual Arts",322,338.075,40,"S.D.A SENIOR HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1082",50302,"Business",264,289.98,100,"OPPON MEMORIAL SENIOR HIGH. SCHOOL, KOKOFU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1083",50302,"General Arts",273,294.873333333333,150,"OPPON MEMORIAL SENIOR HIGH. SCHOOL, KOKOFU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1084",50302,"General Science",241,280.288888888889,45,"OPPON MEMORIAL SENIOR HIGH. SCHOOL, KOKOFU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1085",50302,"Home Economics",274,294.825,40,"OPPON MEMORIAL SENIOR HIGH. SCHOOL, KOKOFU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1086",50303,"Agriculture",243,282.0375,80,"JACOBU SENIOR HIGH./TECH. SCHOOL, JACOBU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1087",50303,"General Arts",215,281.3125,80,"JACOBU SENIOR HIGH./TECH. SCHOOL, JACOBU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1088",50303,"Technical",216,270.420289855072,69,"JACOBU SENIOR HIGH./TECH. SCHOOL, JACOBU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1089",50304,"Business",212,259.849315068493,73,"ST. JOSEPH SENIOR HIGH./TECH. SCHOOL, AHWIREN","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1090",50304,"General Arts",245,275.1125,80,"ST. JOSEPH SENIOR HIGH./TECH. SCHOOL, AHWIREN","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1091",50304,"Technical",219,257,38,"ST. JOSEPH SENIOR HIGH./TECH. SCHOOL, AHWIREN","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1092",50305,"General Arts",216,264.452380952381,42,"BOSOME SENIOR HIGH/TECHNICAL SCH., ASIWA","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1093",50305,"Home Economics",233,244.4,10,"BOSOME SENIOR HIGH/TECHNICAL SCH., ASIWA","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1094",50305,"Technical",215,253.076923076923,13,"BOSOME SENIOR HIGH/TECHNICAL SCH., ASIWA","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1095",50307,"Business",276,302.45,60,"WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1096",50307,"General Arts",272,300.5,120,"WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1097",50307,"Home Economics",257,278.883333333333,60,"WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1098",50307,"Visual Arts",228,263.866666666667,60,"WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1099",50401,"Business",241,270.105,200,"MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1100",50401,"General Arts",256,283.19,200,"MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1101",50401,"General Science",214,260.985294117647,68,"MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1102",50402,"Business",214,247.533333333333,15,"ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1103",50402,"General Arts",228,252.944444444444,18,"ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1104",50402,"Home Economics",217,238.857142857143,7,"ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1105",50402,"Technical",227,252.307692307692,13,"ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1106",50403,"Agriculture",206,249.257142857143,70,"MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1107",50403,"Business",219,248.567164179104,67,"MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1108",50403,"General Arts",216,254.736842105263,114,"MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1109",50501,"Agriculture",261,287.14,50,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1110",50501,"Business",211,259.48,100,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1111",50501,"General Arts",238,269.333333333333,150,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1112",50501,"General Science",226,271.536585365854,41,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1113",50501,"Home Economics",221,257.08,50,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1114",50501,"Visual Arts",247,267.72,50,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1115",50502,"Agriculture",324,351.48,50,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1116",50502,"Business",348,368.64,100,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1117",50502,"General Arts",364,378.206666666667,150,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1118",50502,"General Science",351,373.35,100,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1119",50502,"Home Economics",365,376.7,50,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1120",50502,"Visual Arts",339,359.92,50,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1121",50503,"Agriculture",273,299.46,100,"AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1122",50503,"General Arts",289,309.484,250,"AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1123",50503,"General Science",249,288.02,100,"AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1124",50503,"Home Economics",300,315.9,50,"AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1125",50504,"Business",253,289.213333333333,150,"ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1126",50504,"General Arts",239,274.64,250,"ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1127",50504,"Home Economics",241,265.7,50,"ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1128",50601,"Agriculture",281,304.066666666667,60,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1129",50601,"Business",273,301.477777777778,180,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1130",50601,"General Arts",296,317.711111111111,180,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1131",50601,"General Science",282,311.016666666667,60,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1132",50601,"Home Economics",281,300.825,80,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1133",50601,"Visual Arts",284,303.5,60,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1134",50602,"Business",290,311.03,100,"S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1135",50602,"General Arts",298,317.37,200,"S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1136",50602,"General Science",294,324.36,50,"S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1137",50602,"Home Economics",295,312.22,50,"S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1138",50603,"Business",248,272.033333333333,60,"KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1139",50603,"General Arts",236,269.285714285714,140,"KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1140",50603,"Home Economics",241,264.28,50,"KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1141",50604,"Agriculture",222,260,50,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1142",50604,"Business",222,265.87037037037,54,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1143",50604,"General Arts",217,264.653333333333,75,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1144",50604,"General Science",236,249.5,2,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1145",50604,"Home Economics",220,247.666666666667,42,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1146",50604,"Visual Arts",210,254.489795918367,49,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1147",50605,"Business",289,311.88,150,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1148",50605,"General Arts",299,319.94347826087,230,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1149",50605,"General Science",301,319.18,50,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1150",50605,"Home Economics",289,303.34,50,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1151",50606,"Agriculture",259,283.6,60,"AGONA SENIOR HIGH./TECH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1152",50606,"Technical",258,274.7,60,"AGONA SENIOR HIGH./TECH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1153",50606,"Visual Arts",254,277.533333333333,60,"AGONA SENIOR HIGH./TECH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1154",50701,"Business",250,276.475,120,"ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1155",50701,"General Arts",275,295.358333333333,120,"ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1156",50701,"General Science",249,277.825,40,"ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1157",50701,"Home Economics",270,290.775,40,"ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1158",50702,"Agriculture",263,287.65,60,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1159",50702,"Business",242,272.395238095238,210,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1160",50702,"General Arts",268,291.504761904762,210,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1161",50702,"Home Economics",272,289.283333333333,60,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1162",50702,"Visual Arts",267,288.8,60,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1163",50703,"Business",212,257.147651006711,149,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1164",50703,"General Arts",244,269.83,200,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1165",50703,"General Science",214,264.22,50,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1166",50703,"Home Economics",257,275.82,50,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1167",50703,"Visual Arts",250,269.08,50,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1168",50704,"Agriculture",287,309.22,50,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1169",50704,"Business",276,297.313333333333,150,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1170",50704,"General Arts",295,313.046666666667,150,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1171",50704,"General Science",288,313.74,50,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1172",50704,"Home Economics",285,299.58,50,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1173",50704,"Visual Arts",292,306.2,50,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1174",50705,"Agriculture",218,253.1,80,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1175",50705,"Business",235,240.5,4,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1176",50705,"General Arts",239,269.372222222222,180,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1177",50705,"Home Economics",241,261.05,60,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1178",50705,"Technical",226,256.34,50,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1179",50705,"Visual Arts",227,245,8,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1180",50706,"General Arts",226,226,1,"GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1181",50706,"Home Economics",216,249.7,20,"GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1182",50706,"Technical",216,244.571428571429,14,"GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1183",50706,"Visual Arts",214,247.75,20,"GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1184",50707,"Business",219,268.757142857143,70,"ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1185",50707,"General Arts",238,273.8,120,"ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1186",50707,"Home Economics",227,266.4,100,"ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1187",50707,"Visual Arts",211,262.75,44,"ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1188",50801,"Agriculture",266,291.7125,80,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"1189",50801,"Business",286,307.9375,80,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"1190",50801,"General Arts",302,321.358333333333,120,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"1191",50801,"General Science",277,305.8375,80,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"1192",50801,"Home Economics",272,292.925,80,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"1193",50802,"Business",250,276.0125,80,"AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.89086854457855,7.34876441955566
"1194",50802,"General Arts",207,258.563333333333,300,"AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.89086854457855,7.34876441955566
"1195",50802,"Home Economics",249,269.925,40,"AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.89086854457855,7.34876441955566
"1196",50802,"Visual Arts",252,271.5,30,"AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.89086854457855,7.34876441955566
"1197",50803,"Agriculture",238,263.34,200,"NAMONG SENIOR HIGH SCHOOL, NAMONG","Offinso",-1.89086854457855,7.34876441955566
"1198",50803,"Home Economics",221,258.84,50,"NAMONG SENIOR HIGH SCHOOL, NAMONG","Offinso",-1.89086854457855,7.34876441955566
"1199",50803,"Technical",209,254.14,100,"NAMONG SENIOR HIGH SCHOOL, NAMONG","Offinso",-1.89086854457855,7.34876441955566
"1200",50804,"Agriculture",214,254.451612903226,31,"ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.89086854457855,7.34876441955566
"1201",50804,"Business",211,252.76,25,"ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.89086854457855,7.34876441955566
"1202",50804,"General Arts",220,264.710526315789,38,"ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.89086854457855,7.34876441955566
"1203",50804,"Home Economics",212,245.434782608696,23,"ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.89086854457855,7.34876441955566
"1204",50901,"Agriculture",211,250.148936170213,47,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1205",50901,"General Arts",217,254.441666666667,120,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1206",50901,"General Science",231,265.315789473684,19,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1207",50901,"Home Economics",212,254.909090909091,44,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1208",50901,"Visual Arts",219,249.807692307692,26,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1209",50902,"Agriculture",217,260.916666666667,12,"SEKYEDUMASE SENIOR HIGH. SCHOOL, SEKYEDUMASE","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1210",50902,"Business",224,263.117647058824,17,"SEKYEDUMASE SENIOR HIGH. SCHOOL, SEKYEDUMASE","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1211",50902,"General Arts",216,265.190476190476,42,"SEKYEDUMASE SENIOR HIGH. SCHOOL, SEKYEDUMASE","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1212",50902,"Home Economics",223,252.555555555556,18,"SEKYEDUMASE SENIOR HIGH. SCHOOL, SEKYEDUMASE","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1213",51001,"Business",267,292.222222222222,108,"AGOGO STATE COLLEGE, AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1214",51001,"General Arts",269,291.996031746032,252,"AGOGO STATE COLLEGE, AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1215",51001,"General Science",272,296.925,40,"AGOGO STATE COLLEGE, AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1216",51002,"Agriculture",331,345.8,40,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1217",51002,"Business",335,351.361538461538,130,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1218",51002,"General Arts",347,359.042016806723,119,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1219",51002,"General Science",337,357.361538461538,130,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1220",51002,"Home Economics",333,346.9,40,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1221",51002,"Visual Arts",348,363,40,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1222",51003,"Business",220,258.26875,160,"COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1223",51003,"General Arts",222,253.0625,160,"COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1224",51003,"General Science",221,261.263157894737,38,"COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1225",51003,"Home Economics",238,260.975,40,"COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1226",51004,"Agriculture",219,250.026315789474,38,"OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1227",51004,"General Arts",208,250.05,40,"OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1228",51004,"General Science",221,233.5,4,"OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
